DATE,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
194201,124,54,215,50,40,30,7,27,75,13,31,105
194202,124,54,215,50,40,30,7,27,75,13,31,105
194203,124,53,215,50,40,30,7,27,75,13,31,105
194204,124,53,215,50,40,30,7,27,75,13,31,105
194205,124,53,215,50,40,30,7,27,75,13,31,105
194206,124,53,215,50,40,30,7,27,75,13,31,105
194207,124,55,219,50,41,31,7,27,74,14,30,108
194208,124,55,219,50,41,31,7,27,74,14,30,108
194209,124,55,219,50,41,31,7,27,74,14,30,108
194210,124,55,219,50,41,31,7,27,73,14,30,108
194211,124,55,219,50,41,31,7,27,73,14,30,108
194212,124,55,219,49,41,31,7,27,73,14,30,108
194301,124,55,219,49,41,31,7,27,73,14,30,108
194302,124,55,218,49,41,31,7,27,73,14,30,108
194303,124,55,217,49,41,31,7,27,73,14,30,108
194304,124,55,217,48,41,31,7,27,73,14,30,108
194305,124,55,217,48,41,31,7,27,73,14,30,108
194306,124,55,217,48,41,31,7,27,73,14,30,107
194307,125,56,217,49,41,32,7,27,73,14,30,107
194308,125,56,217,49,41,32,7,27,73,14,30,107
194309,125,56,217,49,41,32,7,27,73,14,30,107
194310,125,56,217,48,41,32,7,27,73,14,30,107
194311,125,56,217,47,41,32,7,27,73,14,30,107
194312,125,56,217,47,41,32,7,27,73,14,30,105
194401,125,56,217,46,41,32,7,27,73,14,30,103
194402,125,56,217,46,41,32,7,27,73,14,30,102
194403,125,56,217,46,41,32,7,27,73,14,30,102
194404,125,56,217,46,41,32,7,27,73,14,30,102
194405,125,56,217,46,41,32,7,26,73,14,30,102
194406,125,56,217,46,41,32,7,26,73,14,30,102
194407,127,56,226,48,42,35,7,30,74,15,29,106
194408,127,56,226,48,42,35,7,30,74,15,29,106
194409,127,56,226,48,42,35,7,30,73,15,29,106
194410,126,56,226,48,42,35,7,30,73,15,29,105
194411,126,56,226,48,42,35,7,30,73,15,29,105
194412,126,56,226,48,42,35,7,30,73,15,28,105
194501,126,55,226,48,42,35,7,30,73,15,28,105
194502,126,55,226,48,42,35,7,30,73,15,28,105
194503,126,55,226,48,42,35,7,30,73,15,28,105
194504,126,55,226,48,42,35,7,30,73,15,28,105
194505,126,55,226,48,42,35,7,30,73,15,28,105
194506,126,55,226,48,42,35,7,30,73,15,28,105
194507,131,56,231,49,44,37,7,31,79,16,28,110
194508,131,56,231,49,44,37,7,31,79,16,28,110
194509,131,56,231,49,44,37,7,31,79,16,28,110
194510,130,56,231,49,44,37,7,31,79,16,28,110
194511,130,56,231,48,44,37,7,31,79,16,28,109
194512,130,56,231,48,44,37,7,31,79,16,28,109
194601,130,56,230,48,44,37,7,31,79,16,28,109
194602,129,56,230,48,44,37,7,31,79,16,28,109
194603,129,56,230,48,44,37,7,31,79,16,28,109
194604,129,56,230,48,44,37,7,31,79,16,28,109
194605,129,56,230,48,44,37,7,31,79,16,28,109
194606,129,55,230,48,44,37,7,31,79,16,28,109
194607,138,57,245,50,45,39,7,36,79,18,28,114
194608,138,57,245,50,45,39,7,36,78,18,28,114
194609,138,57,245,50,45,39,7,36,78,18,28,114
194610,138,57,245,50,45,39,7,36,77,18,28,114
194611,138,57,245,50,45,38,7,36,77,18,28,114
194612,138,57,245,50,45,38,7,36,77,18,28,114
194701,138,57,245,50,45,38,7,36,77,18,28,114
194702,138,57,245,50,45,38,7,36,77,18,28,114
194703,138,57,245,50,45,38,7,36,77,18,28,114
194704,138,57,245,50,45,38,7,36,77,18,28,114
194705,138,57,245,50,45,38,7,36,77,18,28,114
194706,138,57,245,50,45,38,7,36,77,18,28,113
194707,147,58,252,51,47,41,7,47,84,18,27,119
194708,147,58,252,51,47,41,7,47,84,18,27,119
194709,147,58,252,51,47,41,7,47,84,18,27,119
194710,147,58,252,51,47,41,7,46,84,18,27,119
194711,147,58,252,51,47,41,7,46,84,18,27,119
194712,147,58,252,51,47,41,7,46,84,18,27,119
194801,147,58,252,51,47,41,7,46,84,18,27,119
194802,147,58,252,51,47,41,7,46,84,18,27,119
194803,147,58,252,51,47,41,7,46,84,18,27,119
194804,147,58,252,51,47,41,7,46,84,18,27,119
194805,147,58,252,51,47,41,7,46,84,18,27,119
194806,147,58,252,51,47,41,7,46,84,18,27,119
194807,152,63,259,53,50,42,7,52,85,18,29,125
194808,152,63,259,53,50,42,7,52,85,18,29,125
194809,152,63,259,53,49,42,7,52,85,18,29,125
194810,152,63,259,53,49,42,7,52,85,18,29,125
194811,152,63,259,53,49,42,7,52,85,18,29,125
194812,152,63,259,53,49,42,7,52,85,18,29,125
194901,152,63,259,53,49,42,7,52,85,18,29,125
194902,152,63,259,53,49,42,7,52,85,18,29,125
194903,152,63,259,53,49,42,7,52,85,18,29,125
194904,152,63,259,53,49,42,7,52,85,18,29,125
194905,152,63,259,53,49,42,7,52,85,18,29,125
194906,152,63,259,53,49,42,7,52,85,18,29,125
194907,153,64,265,55,50,43,8,57,87,18,30,128
194908,153,64,265,55,50,43,8,57,87,18,30,128
194909,153,64,265,55,50,43,8,57,87,18,30,128
194910,153,64,265,55,50,43,8,57,87,18,30,128
194911,153,64,265,55,50,43,8,57,87,18,30,128
194912,153,64,265,55,50,43,8,57,87,18,30,127
195001,153,64,265,55,50,43,8,57,85,18,30,127
195002,153,64,265,55,50,43,8,57,85,18,30,127
195003,153,64,265,55,50,43,8,57,85,18,30,127
195004,153,64,265,55,50,43,8,57,85,18,30,127
195005,153,64,265,55,50,42,8,57,85,18,30,127
195006,153,64,265,54,50,42,8,57,85,18,30,127
195007,153,65,265,57,50,42,8,73,85,18,31,128
195008,153,65,265,57,50,42,8,73,85,18,31,128
195009,153,65,265,57,50,42,8,73,85,18,31,128
195010,153,65,265,57,50,42,8,73,85,18,31,128
195011,153,65,265,57,50,42,8,73,85,18,31,128
195012,153,64,264,57,50,42,8,73,85,18,31,128
195101,153,64,264,57,50,42,8,73,85,18,31,127
195102,153,64,264,57,50,42,8,73,85,18,31,127
195103,153,64,264,57,50,42,8,73,85,18,31,127
195104,153,64,264,57,50,42,8,73,85,18,31,127
195105,153,64,264,57,50,42,8,73,85,18,31,127
195106,153,64,264,57,50,42,8,73,85,18,31,127
195107,156,65,270,59,50,44,8,85,86,19,33,128
195108,155,65,270,59,50,44,8,85,86,19,33,128
195109,155,65,269,59,50,44,8,85,86,19,33,128
195110,155,65,269,59,50,44,8,85,86,19,33,128
195111,155,65,268,59,50,44,8,84,86,19,33,128
195112,155,65,268,59,50,44,8,84,86,19,33,128
195201,155,65,268,59,50,44,8,84,86,19,33,128
195202,155,65,268,59,50,44,8,84,86,19,33,128
195203,155,65,268,59,50,44,8,84,86,19,33,127
195204,154,65,268,59,50,44,8,84,86,19,33,127
195205,154,65,268,59,50,44,8,84,86,19,33,127
195206,154,65,268,59,50,44,8,84,86,19,33,127
195207,156,66,274,60,52,46,8,84,87,19,33,127
195208,156,66,274,60,52,46,8,84,87,19,33,127
195209,156,66,274,60,52,46,8,84,87,19,33,127
195210,156,66,274,60,52,46,8,84,87,18,33,127
195211,156,66,273,60,52,46,8,84,87,18,33,127
195212,156,66,273,60,52,46,8,84,87,18,33,127
195301,156,66,273,60,52,46,8,84,87,18,33,127
195302,156,66,273,60,52,46,7,84,86,18,33,127
195303,154,66,273,60,52,45,7,84,86,18,33,127
195304,154,66,273,60,52,45,7,84,86,18,33,127
195305,154,66,272,60,52,45,7,84,86,17,33,124
195306,154,66,272,60,52,45,7,84,86,17,33,124
195307,154,65,277,60,55,47,8,88,88,18,33,128
195308,153,65,277,60,55,47,8,88,88,18,33,128
195309,152,65,277,60,55,47,8,88,87,18,33,128
195310,152,64,277,60,55,47,8,88,87,18,33,128
195311,152,64,276,60,55,47,8,88,87,18,33,128
195312,152,64,276,60,55,47,8,88,87,18,33,128
195401,152,64,276,60,55,47,8,88,87,18,33,128
195402,152,64,276,60,55,47,8,88,87,18,33,128
195403,152,64,276,60,55,47,8,88,87,18,33,128
195404,152,64,275,60,55,47,8,88,87,18,33,128
195405,152,63,274,60,54,47,8,88,87,18,33,128
195406,152,63,274,60,54,47,8,88,87,18,33,128
195407,152,62,278,60,57,47,9,91,87,18,33,129
195408,152,62,278,59,57,47,9,91,87,18,33,129
195409,152,62,278,59,57,47,9,91,87,18,33,129
195410,152,61,278,59,56,47,9,91,87,18,32,128
195411,152,61,278,58,56,47,9,91,87,18,32,128
195412,152,61,278,58,56,47,9,91,87,18,32,128
195501,152,61,278,58,56,47,9,90,87,18,32,128
195502,150,61,277,58,56,47,9,90,87,18,32,128
195503,150,61,275,58,56,47,9,90,87,18,32,128
195504,150,61,275,58,56,47,9,90,87,17,32,127
195505,150,61,275,57,56,46,9,90,87,17,32,126
195506,150,61,275,57,56,46,9,90,87,17,32,126
195507,152,62,287,59,55,46,9,93,88,17,34,125
195508,152,62,286,58,55,46,9,93,88,17,34,124
195509,152,61,285,57,55,46,9,93,88,17,34,124
195510,152,60,285,56,55,46,9,93,88,17,34,124
195511,152,60,285,56,55,46,9,93,88,17,34,124
195512,152,59,283,56,55,46,9,93,87,17,34,124
195601,151,58,283,56,55,46,9,93,87,17,34,124
195602,151,58,283,56,55,46,9,93,86,17,34,124
195603,151,58,283,56,55,46,9,93,86,17,34,124
195604,151,58,283,56,55,46,9,93,86,17,34,124
195605,149,58,283,56,55,46,9,93,86,17,34,124
195606,149,58,282,56,55,46,9,93,86,17,33,123
195607,150,57,290,57,57,47,10,94,87,17,34,124
195608,149,57,290,56,57,47,10,94,87,17,34,123
195609,149,57,289,56,57,47,10,94,87,17,34,122
195610,149,57,287,55,57,47,10,94,87,17,34,122
195611,148,57,287,55,57,47,10,94,87,17,34,122
195612,148,57,287,55,57,47,10,94,87,17,34,122
195701,148,57,285,54,56,47,10,94,87,17,34,122
195702,148,57,285,54,56,47,10,94,87,17,34,122
195703,148,57,285,54,56,47,10,94,87,17,34,122
195704,148,56,285,54,56,47,10,94,87,17,34,122
195705,147,55,284,54,56,47,10,94,87,17,34,122
195706,147,54,282,54,56,47,10,94,87,17,34,122
195707,150,56,292,56,58,56,10,95,87,17,36,124
195708,149,56,291,56,58,55,10,95,87,17,36,124
195709,149,56,291,56,57,55,10,95,87,17,36,123
195710,148,56,291,56,57,55,9,95,86,17,36,123
195711,148,56,291,56,57,54,9,95,86,17,36,123
195712,148,56,289,56,57,54,9,95,86,17,36,121
195801,148,56,287,56,57,54,9,95,86,17,36,121
195802,148,56,287,56,57,54,9,95,85,17,36,121
195803,147,56,286,56,56,54,9,95,84,17,36,120
195804,147,56,286,56,56,54,9,95,84,17,36,120
195805,146,56,285,56,56,54,9,95,84,17,36,120
195806,146,55,285,55,55,54,9,95,84,17,36,120
195807,147,51,295,55,57,58,9,97,83,20,40,127
195808,147,51,295,55,56,58,9,97,83,20,40,126
195809,147,51,294,55,56,58,9,97,83,20,40,124
195810,147,51,294,55,55,58,9,97,83,20,39,123
195811,147,51,294,55,55,58,9,97,83,20,39,123
195812,147,50,293,55,55,58,9,97,83,20,39,123
195901,147,50,293,55,55,58,9,97,83,20,39,123
195902,147,50,293,55,55,58,9,97,81,20,39,123
195903,147,50,292,55,55,57,9,97,80,20,39,121
195904,147,50,291,55,55,57,9,97,80,20,38,120
195905,147,50,291,55,55,57,9,97,80,20,38,120
195906,147,50,291,55,55,57,9,97,80,20,38,119
195907,152,49,297,52,55,63,10,101,83,22,37,123
195908,152,49,297,52,55,63,10,101,83,22,37,122
195909,152,49,297,52,55,63,10,101,83,22,37,122
195910,151,49,297,52,55,62,10,101,83,22,37,122
195911,151,49,297,52,54,62,10,101,83,22,37,122
195912,151,49,297,52,54,61,10,101,83,22,37,121
196001,151,49,297,52,54,60,10,101,83,22,37,121
196002,151,49,297,52,54,60,10,101,83,22,37,120
196003,150,49,297,52,54,60,10,101,83,22,37,120
196004,149,49,296,52,54,60,10,101,83,22,37,119
196005,149,49,294,52,54,59,10,101,83,22,37,119
196006,149,49,294,52,54,59,10,101,83,22,37,119
196007,151,49,310,52,54,67,10,102,90,23,42,122
196008,151,49,310,52,54,67,10,102,89,23,42,122
196009,151,49,310,52,54,67,10,101,89,23,42,122
196010,148,49,310,52,54,67,10,101,89,23,42,121
196011,147,49,310,52,54,67,10,101,89,23,41,121
196012,146,49,310,52,54,67,10,101,89,23,41,121
196101,144,49,309,52,54,67,10,101,89,22,41,121
196102,141,49,309,52,54,67,10,101,89,22,40,121
196103,141,49,309,51,54,67,10,101,89,22,40,121
196104,140,49,309,50,54,67,10,101,89,22,40,121
196105,140,49,309,50,54,67,10,101,89,22,40,121
196106,140,49,309,50,54,67,10,101,88,22,40,120
196107,145,51,320,50,57,73,10,104,93,23,43,122
196108,144,51,319,50,57,73,10,104,93,23,42,121
196109,144,50,319,50,57,73,10,104,93,23,41,121
196110,144,50,318,50,57,73,10,104,92,23,41,121
196111,144,50,318,50,57,73,9,104,92,23,41,120
196112,144,50,318,49,57,72,9,104,92,23,41,119
196201,144,50,317,49,57,72,9,104,92,23,41,119
196202,143,50,317,48,56,72,9,104,92,23,41,119
196203,143,50,317,48,56,72,9,104,92,23,41,119
196204,143,50,315,47,55,72,9,104,92,23,41,118
196205,143,50,315,46,55,72,9,104,91,23,41,118
196206,143,50,315,45,55,71,9,103,91,23,41,118
196207,147,51,327,51,59,78,12,104,96,23,47,117
196208,147,51,327,51,59,78,12,104,96,23,47,117
196209,147,51,326,51,59,78,12,104,96,23,47,117
196210,146,51,326,51,59,78,12,104,96,23,47,117
196211,145,51,325,51,59,78,12,104,96,23,47,117
196212,145,51,325,51,58,78,12,104,96,23,47,117
196301,145,51,325,51,58,78,12,104,96,23,46,117
196302,145,51,324,51,58,78,12,104,96,23,46,117
196303,145,51,324,51,58,78,12,104,95,23,46,117
196304,145,51,323,51,58,78,12,104,95,23,46,116
196305,145,50,323,50,57,77,12,104,94,23,46,115
196306,145,50,322,50,57,76,12,104,94,23,46,115
196307,250,115,536,120,99,121,22,118,190,36,119,232
196308,249,115,535,120,99,121,22,118,190,36,118,229
196309,247,115,533,120,99,121,22,115,190,36,118,229
196310,246,115,533,119,97,120,22,115,190,36,117,227
196311,245,115,532,118,97,120,22,115,190,36,116,227
196312,244,114,530,117,94,120,22,114,189,36,116,226
196401,244,113,527,117,92,120,22,113,189,36,116,226
196402,244,113,526,117,92,120,22,113,189,36,116,226
196403,242,113,523,117,92,120,22,113,189,36,116,225
196404,242,113,521,117,92,120,21,113,188,36,116,223
196405,241,113,518,117,91,119,21,113,186,36,116,222
196406,240,113,516,116,91,119,21,113,186,36,116,222
196407,259,119,539,119,101,133,22,117,204,38,118,232
196408,259,119,538,119,101,133,22,117,203,38,118,231
196409,258,119,533,119,101,133,22,117,202,38,117,231
196410,258,119,531,118,101,133,22,117,202,38,116,229
196411,258,118,530,117,101,133,22,117,202,38,116,228
196412,257,117,528,116,101,131,22,117,202,38,116,228
196501,257,117,526,114,100,130,22,117,201,38,115,228
196502,256,116,524,113,100,130,22,117,199,38,115,227
196503,255,116,522,113,100,128,22,117,199,38,115,223
196504,255,115,519,113,100,128,22,117,198,38,115,223
196505,255,115,517,113,100,128,22,117,197,38,113,222
196506,253,115,516,112,100,128,22,117,197,38,113,221
196507,268,119,544,113,104,141,25,119,215,39,125,236
196508,268,119,544,112,103,140,25,119,214,39,125,235
196509,267,119,540,112,103,139,25,119,211,39,124,235
196510,266,117,537,112,103,139,25,119,209,39,123,235
196511,266,117,535,112,103,139,25,119,208,39,121,235
196512,263,117,534,112,102,138,25,119,208,39,121,235
196601,262,117,533,111,101,137,25,119,206,38,120,233
196602,260,117,529,111,99,137,25,119,206,38,119,232
196603,260,117,528,111,99,137,25,119,205,38,119,232
196604,258,117,526,110,99,137,25,119,204,38,119,232
196605,255,117,524,109,99,136,25,119,201,38,118,232
196606,253,116,523,108,98,136,25,119,200,38,118,231
196607,274,118,550,110,99,149,26,122,215,39,123,241
196608,274,118,549,110,99,148,26,122,215,39,122,238
196609,274,118,549,109,99,148,26,122,215,39,122,237
196610,274,118,546,108,99,148,26,122,214,39,121,236
196611,274,117,545,108,97,148,26,122,211,39,121,234
196612,272,117,545,108,95,147,26,122,210,39,120,231
196701,271,116,544,108,95,147,26,122,210,39,119,230
196702,270,116,543,108,94,147,26,122,210,39,119,229
196703,270,116,541,107,94,145,26,122,208,39,119,229
196704,268,116,539,107,94,144,26,122,208,39,119,227
196705,266,115,536,106,93,143,25,122,206,39,119,224
196706,264,113,534,106,92,143,25,122,206,39,118,223
196707,274,121,563,108,100,156,26,125,213,40,118,233
196708,272,120,560,107,100,156,26,125,213,40,116,233
196709,271,118,553,107,98,155,26,125,212,40,114,233
196710,269,118,549,106,98,154,24,125,210,40,113,233
196711,268,116,546,106,98,154,23,125,209,40,112,233
196712,267,116,543,105,96,153,23,125,207,39,111,233
196801,264,116,534,104,95,152,22,124,206,38,110,232
196802,264,115,531,104,94,151,22,124,205,38,109,230
196803,262,115,530,104,94,151,22,124,204,38,109,228
196804,260,115,527,103,94,151,22,123,203,38,109,225
196805,258,114,522,103,94,151,22,123,203,38,109,224
196806,254,114,516,99,93,150,22,123,201,38,108,222
196807,266,123,549,101,96,173,25,126,216,44,109,237
196808,265,123,548,101,95,173,25,126,216,44,108,236
196809,263,123,544,101,95,172,25,126,216,44,107,234
196810,262,122,537,100,95,171,25,126,214,44,107,234
196811,262,121,533,100,94,170,25,126,212,44,107,233
196812,259,121,526,99,94,170,25,126,212,44,107,231
196901,259,120,522,99,94,170,25,126,207,44,105,230
196902,258,118,517,99,93,170,25,126,207,44,104,230
196903,258,117,516,98,93,169,25,126,206,44,103,227
196904,255,117,516,98,92,168,24,126,205,44,103,226
