DATE,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
196006,116.98,399.22,199.31,624.13,521.36,482.68,2424.54,280.45,155.24,386.08,112.54,81.84
196007,123.85,403.77,198.46,652.74,533.3,450.21,2496,309.16,154.78,374.23,121.87,84.62
196008,122.54,400.9,191.97,656.66,501.28,429.96,2498.38,304.53,151.54,359.49,122.14,82.45
196009,127.51,410.27,194.48,677.26,507.29,432.17,2674.23,319.82,155.62,367.43,126.16,84.06
196010,125.25,388.33,179.71,670.37,471.99,394.79,2495.27,304.39,142.33,334.9,118.5,79.56
196011,127.95,383.32,176.05,685.33,470.11,385.56,2498.76,302.62,142.29,322.93,120.56,78.45
196012,139.3,377.29,183.71,702.04,490.59,410.97,2601.75,312.71,151.38,334.56,129.55,82.67
196101,146.84,376.06,191.31,739.14,504.16,425.67,2904.79,331.98,154.6,369.2,136.26,85.06
196102,157.89,407.32,203.2,809.97,535.91,438.83,3133.89,347.2,158.53,391.36,149.35,91.8
196103,167.81,421.9,213.84,824.96,547.95,452.04,3155.75,358.82,165.8,410.75,159.53,95.73
196104,176.51,438.17,216.5,851.35,557.85,464.64,3369.38,364.1,175.13,425.83,166.19,98.27
196105,173.97,432.75,213.51,891.57,553.56,465.27,3396.17,369.99,175.87,424.25,168.77,98.05
196106,179.72,436.44,220.81,885.94,577.18,482.37,3359.23,378.02,184.07,432.93,175.31,102.34
196107,176.84,422.91,207.33,853.25,558.58,445.89,3322.13,361.12,179.59,405.21,162.14,98.05
196108,182.83,452.38,211.45,872.35,575.04,456.75,3535.86,370.76,183.59,418.83,171.75,98.46
196109,191.54,466.19,214.04,866.83,594.72,478.44,3522.9,383.48,188.98,433.93,188.28,101.05
196110,191.24,491.83,204.48,810.9,570.43,481.43,3421.97,387.99,189.78,427.72,187.34,98.02
196111,197.49,492.72,204.85,862.05,568.89,495.34,3804.55,407.58,206.48,442.38,191.3,100.55
196112,207.53,534.93,209.66,913.12,581.25,515.81,4102.81,420.25,216.05,455.39,204.8,102.25
196201,200.64,546.05,211.29,947.6,577.4,509.94,4235.28,401.64,215.04,445.66,195.46,101.71
196202,189.45,539.68,204.64,962.66,553.92,486.51,3977.97,390.34,195.94,424.55,186.15,102.39
196203,189.28,528.07,205.35,1009.17,566.88,483.92,4116.05,399.36,198.5,439.63,192.72,102.24
196204,186.84,521.68,206.63,1008.86,568.02,483.24,3990.96,406.37,199.97,441.48,188.36,100.81
196205,174.1,497.99,189.2,991.92,532.78,423.35,3803,394.19,192.27,392.57,174.21,93.71
196206,153.84,469.16,171.81,953.25,485.57,382.05,3507.92,354.33,174.23,348.76,156.66,86.93
196207,141.88,432.15,151.72,806.82,418.25,311.72,2570.05,341.88,152.66,312.27,134.61,83.33
196208,149.14,468.56,158.81,844.97,449.37,347.29,2755.91,366.37,158.86,336.2,145.84,86.46
196209,149.78,482.91,161.19,853.88,464.19,357.2,2780.08,376.63,165.07,308.57,150.94,89.25
196210,140.78,468.9,149.38,838.47,449.3,322.8,2608.05,365.05,154.11,295.5,141.9,83.89
196211,136.92,478.65,149.16,832.98,468.47,322.72,2680.35,359.97,151.78,302.37,140.76,84.98
196212,152.63,503.85,168.78,915.95,529.37,369.88,2852.8,385.95,167.92,354.04,160.18,97.4
196301,154.49,518.27,165.53,958.47,533.94,366.27,2879.77,398.33,167.78,356.46,165.46,98.16
196302,163.49,550.2,176.08,981.76,557.63,388.62,2998.73,418.23,174.04,376.25,171.46,104.13
196303,157.8,530.24,172.05,963.15,534.01,365.34,2946.55,410.75,173.86,365.46,170.38,103.14
196304,161.48,569.53,176.15,1029.67,553.23,375.14,2999.74,417.18,177.05,369.28,173.78,107.18
196305,165.13,612.4,183.84,1111.99,585.23,407.7,3111.54,426.04,188.31,396.9,179.96,115.7
196306,167.53,654.29,188.08,1102.33,588.11,429.28,3069.61,429.09,192.49,394.83,180.23,121.62
196307,101.56,362.81,120.53,518.69,309.87,193.74,1695.59,390.3,97.88,317.96,97.12,68.94
196308,101.35,361.51,118.74,529.66,306.08,192.41,1691.71,392.37,96.67,319.46,97.15,67.99
196309,106.62,383.62,126.57,547.13,319.78,201.77,1753.1,415.35,102.55,348.9,101.04,71.98
196310,104.97,382.16,125.32,531.25,321.65,202.55,1792.33,404.13,103.42,334.34,98.3,69.95
196311,108.06,418.84,128.4,530.36,330.19,219.44,1853.22,400.27,103.71,345.32,99.37,71.12
196312,106.77,396.1,127.67,524.37,342.51,218.23,1919.7,397.26,102.52,338.18,96.81,72.49
196401,109.53,399.83,129.08,548.64,363.31,224.54,1914.37,408.48,102.74,342.8,98.02,74.86
196402,110.26,404.05,132.35,574.58,374.29,231.18,1978.53,413.24,105.07,355.28,96.88,76.86
196403,112.63,410.68,136.45,576.88,380.08,235.05,1961.33,415.37,106.43,360,100.16,81.84
196404,115.82,413.88,142.33,584.61,389.57,242.9,2031.53,411.24,109.53,352.54,100.61,84.74
196405,115.63,421.31,140.39,607.69,386.93,235.62,2047.95,414.5,113.48,347.21,99.58,85.84
196406,117.43,422.76,142.45,622.01,393.34,241.68,2027.69,416.56,117.54,347.94,99.28,88.78
196407,113.46,406.08,140.44,612.91,362.11,222.1,2047.62,416.76,114.93,359.11,97.69,89.15
196408,115.29,427.02,141.83,632.74,369.59,217.75,2006.95,436.3,115.55,375.93,99.49,89.6
196409,114.92,430.74,141.24,617,360.35,211.01,1964.52,434.82,115.87,358.79,97.79,86.01
196410,116.55,451.84,148.11,639.43,376.38,213.17,1941.45,441.75,119.77,368.13,100.68,89.47
196411,116.25,456.2,148.22,663.57,379.56,210.96,1924.18,444.9,122.32,378.44,99.93,92.51
196412,116.97,448.37,145.69,681.56,383.11,212.91,1869.56,449.48,125.79,384.99,98.72,90.01
196501,116.99,455.18,143.61,690.92,388.23,214.09,1924.47,450.54,126.13,401.04,98.04,87.91
196502,124.39,475.82,152.02,696.6,407.77,230.29,1929.7,467.3,130.84,431.46,100.64,93.06
196503,126.14,470.22,156.98,668.86,409.95,237.97,1932.82,468.08,132.32,440.56,101.55,97.31
196504,124.82,480.02,156.86,648.24,397.41,236.32,1897.57,464.41,131.66,435.99,100.91,96.82
196505,129.94,513.27,165.14,653.31,405.04,248.61,1941.26,466.25,141.11,448.57,105.22,99.06
196506,128.25,490.98,163.32,659.89,403.71,248.93,1983.09,460.37,141.01,441.63,102.42,97.72
196507,120.14,444.36,147.49,639.93,352.4,219.97,1775.51,439.68,124.28,416.07,102.21,88.19
196508,121.91,454.57,151.58,656.58,354.91,229.63,1768.74,443.33,122.86,432.12,103.24,92.67
196509,126.79,466.4,158.79,662.25,359.02,244.34,1781.04,445.85,127.08,457.86,108.44,97.27
196510,127.45,506.66,165.66,690.78,370.53,257.07,1797.77,450.81,127.17,467.73,108.9,99.96
196511,130.65,538.17,174.51,702.55,380.49,270.16,1756.67,454.57,127.23,482.4,106.47,105.76
196512,132.79,510.39,178.37,701.85,376.44,279.04,1668.56,448.33,128.5,498.39,107.19,110.95
196601,134.7,515.9,184.88,703.65,388.15,275.98,1651.52,445.76,130.64,528.98,109.8,116.06
196602,138.06,517.87,193.22,710.48,394.96,279.5,1629.97,431.18,124.68,542.81,111.14,125.2
196603,136.87,507.42,192.34,680.93,385.67,293.38,1625.81,411.64,122.46,532.84,108.54,129.75
196604,133.78,491.21,190.1,671.01,371.85,290.86,1544.02,409.78,120.07,523.73,103.79,126.47
196605,135.11,491.16,197.87,697.31,371.79,314.91,1563.4,413.57,125.07,523.19,105.67,131.11
196606,128.52,450.58,184.95,672.13,358.95,295.26,1503.97,400.65,121.64,494.03,101.23,118.64
196607,120.6,436.99,178.07,647.41,348.62,280.72,1476.25,388.35,112.47,496.67,98.46,121.37
196608,119.07,425.76,174.98,649.43,346.43,277.5,1458.96,386.6,110.01,487.79,96.94,119.97
196609,109.95,391.24,159.93,601.97,319.23,260.37,1379.79,351.67,102.6,446.51,88.1,104.27
196610,107.98,386.47,155.76,631,300.98,255.09,1369.25,365.86,100.92,441.12,88.45,101.27
196611,112.7,391.03,159.85,683.92,313.37,255.75,1495.15,401.23,100.22,462.24,97.32,101.79
196612,115.54,372.9,164.49,669.72,317.36,285.27,1440.62,393.91,100.8,491.44,100.31,112.7
196701,115.48,365.23,167.04,665.13,319.66,285.94,1480.88,400.93,96.57,490.5,104.27,114.55
196702,126.66,409.14,186.4,687.22,356.1,314.84,1573.1,411.13,107.71,521.38,113.46,130.09
196703,128.62,402.28,188.57,688.59,355.14,337.68,1594.85,402.45,111.67,526.81,113.31,129.04
196704,134.7,418.72,199.71,712.95,373.3,357.8,1638.91,407.33,114.18,567.68,114.47,136.93
196705,141.46,467.47,206.38,730.48,395.78,386.55,1696.53,413.9,124.96,592.66,114.77,140.74
196706,137.11,436.95,198.98,706.54,379.86,368.76,1587.79,395.01,118.64,559.3,112.44,138.32
196707,139.57,415.74,198.87,716.83,361.05,374.69,1611.72,386.23,120.63,585.8,119.01,143.65
196708,148,463.51,209.34,773.2,379.76,389.56,1504.96,394.04,127.61,607.64,129.06,155.28
196709,146.7,465.28,208.99,755.64,383.64,386.69,1473.84,389.49,127.05,609.58,130.03,152.89
196710,151.76,487.82,215.31,782.28,400.23,421.19,1606.78,387.8,130.34,626.82,128.36,153.6
196711,148.07,469.77,206.17,773.24,381.16,442.52,1617.88,365.43,131.49,595.03,123.87,144.75
196712,148.05,462.69,209.18,777.76,377.88,450.7,1604.35,375.24,132.74,615.73,120.58,144.19
196801,152.81,466.07,221.18,807.84,406.04,462.6,1674.68,388.63,137.81,633.81,130.1,150.45
196802,151.74,445.16,207.96,798.02,378.18,424,1719.76,388.02,139.61,591.74,134.07,142.81
196803,148.18,431.47,197.8,772.39,364.32,404.07,1662.72,380.55,138.43,564.69,129.81,137.21
196804,148.83,433.61,199.41,781.1,366.1,421.01,1640.51,358.71,142.89,564.65,130.58,137.65
196805,166.25,489.08,223.41,823.98,396.36,472.9,1676.87,366.04,160.35,631.4,145.17,154.68
196806,176.3,483.32,233.75,861.1,397.38,493.3,1648.75,366.06,166.92,650.42,155.74,163.98
196807,175.55,459.68,230.04,874.51,389.35,443.7,1538.98,393.25,163.25,624.95,180.01,163.47
196808,168.84,445.94,218.93,918.86,383.58,418.95,1535.98,392.7,154.79,599.06,175.84,156.43
196809,173.2,448.34,226.81,924.87,388.92,422.23,1539.82,387.58,157.84,600.71,174.13,156.66
196810,181.54,482.19,238.46,957.35,408.17,436.34,1583.61,387.31,171.46,605.68,189.65,170.89
196811,182.93,507.1,239.64,978.45,421.31,416.14,1633.73,387.85,173.83,605.03,195.21,171.34
196812,190.76,500.65,255.08,1037.72,442.23,451.91,1707.8,420.15,182.11,651.93,207.66,185.69
196901,188.4,480.9,247.5,1010.51,423,426.98,1591.17,406.76,178.03,644.27,197.48,181.16
196902,186.56,475.62,248.94,997.78,421.5,406.69,1610.22,415.41,175.88,642.37,197.19,183.39
196903,173.67,459.79,233.04,938.89,399.81,393.34,1541.77,391.95,168.92,607.37,179.75,169.4
196904,176.39,482.57,239.57,1004.88,406.51,416.97,1585.91,385.53,177.42,626.99,185.6,168.89
196905,178.01,488.18,243.01,999.66,408.42,433.74,1708.57,389.35,184.72,657.6,190.72,167.91
196906,180.19,489.49,239.16,1027.01,410.53,425.07,1712.2,387.65,185.22,666.52,189.23,166.08
196907,161.28,427.06,216.3,926.66,362.17,393.97,1552.99,358.74,165.9,598.53,231.66,151.33
196908,149.86,398.44,202.52,835.94,352.72,375.92,1483.21,346.78,151.48,581.72,211.09,137.21
196909,157.32,407.91,210.08,884.95,366.38,401.3,1492.7,340.62,163.86,633.26,233.06,146.63
196910,157.21,405.67,206.99,799.12,351.04,404.12,1431.4,325.14,162.71,646.52,230.62,145.35
196911,170.1,423.46,221.12,802.31,372.93,429.23,1481.47,350.69,173.32,704.04,252.87,155.35
196912,166.12,403.54,212.71,761.68,358.05,424.25,1484.68,330.57,166.53,704.46,235.11,147.92
197001,162.47,389.04,210.3,738.02,352.11,420.83,1399.33,327.06,162.44,733.9,228.86,140.38
197002,155.78,356.38,193.98,651.03,332.4,382.23,1363.55,312.04,152.6,681.33,207.51,128.38
197003,162.56,374.66,203.24,680.74,341.85,392.31,1457.66,336.32,160.24,717.1,230.09,137.82
197004,160.7,392.69,202.48,677.08,339.98,386.04,1487.36,344.62,157.31,679.99,229.05,134.12
197005,144.13,360.51,183.5,614.38,318.25,330.22,1356.59,315.63,139.98,610.96,199.32,114.55
197006,133.65,335.51,165.42,630.05,307.02,298.27,1291.29,296.89,127.05,561.58,182.19,105.07
197007,125.49,300.97,153,581.01,302.31,266.06,1144.28,282.42,116.47,527.78,171.33,94.04
197008,133.63,333.73,159.81,653.05,322.33,273.2,1261.79,305.85,128.27,538.78,187.11,100.96
197009,135.17,358.99,166.51,690.53,333.06,298.01,1323.57,318.17,134.56,546.64,197.27,105.66
197010,142.36,368.46,174.7,719.13,340.69,328.2,1307.85,315.11,145.11,589.82,206.86,116.05
197011,143.06,362.93,168.27,737.06,334.22,317.49,1258.81,311.28,142.98,594.2,191.28,111.05
197012,148.76,385.34,174.49,775.56,349.04,331.97,1320.73,338.55,153.3,609.94,203.18,112.49
197101,160.47,408.91,188.5,793.02,376.74,346.26,1407.84,361.37,162.33,643.78,221.72,120.52
197102,168.71,423.76,200.58,800.89,396.08,364.99,1545.16,370.81,176.15,675.24,232.97,133.35
197103,175.01,430.82,201.87,841.55,400.6,376.12,1448.59,359.51,182.44,681.89,238.24,137.14
197104,182.94,445.19,211.29,863.68,418.51,410.51,1455.4,366.45,195.3,706.35,254.37,143.45
197105,187.4,482.69,221.24,899.95,443.41,424.92,1520.83,352.23,204.84,735.84,259.76,153.72
197106,181.6,459.3,215.24,851.43,437.21,402.02,1426.44,337.28,200.44,718.2,245.31,142.36
197107,180.89,448.04,211.12,839.21,450.03,386.36,1328.67,354.58,193.01,729.59,231.84,133.19
197108,177.26,423.76,200.18,820.07,429.78,352.62,1279.68,345.72,185.92,713.6,227.12,125.54
197109,182.29,466.04,212.57,804.24,454.48,374.99,1260.79,335.53,197,733.75,241.73,134.29
197110,181.73,465.17,211.09,790.17,456.83,368.89,1262.46,329.19,198.21,738.18,240.2,133.43
197111,173.66,444.17,197.55,752.71,434.44,352.85,1239.34,336.77,191.26,719.51,234.25,124.97
197112,172.4,442.49,195.18,748.51,428.91,359.78,1230.3,330.77,191.15,722.57,235.43,122.46
197201,190.75,469.34,217.9,813.97,464.63,402.05,1319.88,356.19,210.68,778.2,248.51,135.66
197202,195.26,484.66,224.74,814.18,481.01,436.1,1333.17,353.72,211.02,797.99,250.21,144.39
197203,204.51,488.27,235.55,828.84,502.73,444.73,1322.46,342.85,222.39,852.88,249.86,151.4
197204,204.91,508.6,242.04,788.23,512.87,451.62,1314.37,340.92,226.76,856.42,262.98,151.47
197205,208.64,505.02,246.63,790.28,522.58,454.94,1300.38,330.16,225.18,865.66,268.27,154.01
197206,208.9,495.92,250.89,811.56,534.51,473.08,1301.98,327.35,228.81,895.43,262.64,156.21
197207,199.47,467.49,243.54,773.38,518.68,455.54,1286.14,329.59,212,794.18,236.16,151.36
197208,196.36,460.91,243.8,763.92,527.97,459.9,1295.62,328.43,207.28,818.4,233.47,144.46
197209,195.64,475.75,246.24,852.66,552.63,471.93,1347.38,345.82,206.57,825.26,247.13,144.98
197210,190.69,473.34,244.01,850.4,545.66,466.33,1401.27,344.98,205.97,821.35,245.82,140.01
197211,190.58,461.57,245.69,874.91,556.8,455.84,1433.1,366.8,207.6,833.34,250.12,141.06
197212,203.08,494.44,256.32,923.68,576.87,465.87,1517.85,388.06,220.11,826.98,261.55,148.54
197301,204.83,506.47,256.36,932.67,596.85,477.72,1536.93,382.09,225.56,857.46,258.58,147.81
197302,196.56,471.97,246.49,976.63,581.88,489.23,1504.38,364.45,215.66,847.03,238.87,137.17
197303,187.93,440.65,239.6,908.05,573.52,473.04,1419.74,354.87,201.37,839.13,224.88,128.91
197304,185.53,431.03,237.89,935.87,572.59,469.83,1423.07,345.92,190.36,845.32,223.09,129.06
197305,175.19,408.45,226.49,933.29,552.4,443.68,1435.36,342.54,175.38,798.4,205.79,119.71
197306,170.97,387.63,223.49,894.74,540.74,432.85,1406.64,341.38,171.75,805.34,198.64,110.71
197307,107.72,250.05,147.13,594.54,391.22,206.12,954.83,277.88,92.22,429.72,106.15,56.05
197308,116.82,270.06,157.56,602.51,415.84,217.83,951.88,270.12,103.1,459.08,116.49,61.91
197309,113.18,257.74,156.5,576.09,399.74,210.57,903.21,262.44,98.79,435.57,114.07,60.7
197310,119.71,278.85,164.07,629.2,420.17,204.89,970.59,282.15,107.23,439,122.77,65.28
197311,117.64,271.73,165.93,667.72,426.87,217.23,916.78,271.1,104.16,446.85,122.74,65.78
197312,102.23,223.54,142.32,628.44,361.3,194.16,837.87,237.74,85.26,420.45,108.56,56.74
197401,100.78,215.96,144.86,681.98,361.66,186.32,873.12,244.59,84.65,407.28,111.03,58.55
197402,103.17,230.08,145.32,628.77,365.72,189.94,890.64,254.42,90.56,396.83,111.34,59.85
197403,103,225.69,144.71,619.2,362.61,190.52,941.6,253.2,91.29,390.84,112.57,60.79
197404,101.43,226.32,142.21,605.58,368.55,186.24,895.3,242.83,88.47,398.35,107.54,59.06
197405,98.54,217.68,138.19,566.23,370.83,180.93,847.78,212.91,87.24,398.41,100.79,55.67
197406,96.1,220.28,132.71,519.14,376.81,174.37,823.33,200.52,88.49,396.62,91,52.09
197407,96.53,219.88,131.99,484.96,386.98,170.83,835.96,195.67,87.48,382.62,86.02,51
197408,87.06,196.56,122.29,486.2,360.02,158.96,772.21,195.96,76.36,331.13,80.34,47.95
197409,78.48,184.3,109.72,440.04,319.22,151.61,776.81,176.91,66.46,302.76,70.57,43.46
197410,68.85,163.66,95.57,405.09,281.78,126.85,745.34,173.15,58.78,255.61,65.28,38.46
197411,79.77,171.67,109.13,490,337.95,146.48,826.23,196.21,64.82,330.85,79.58,45.92
197412,76.49,162.61,102.38,479.14,313.85,138.82,788.61,193.88,60.84,325.54,78.27,44.4
197501,76.3,155.68,97.33,485.3,302.88,131.71,797.54,190.77,59.34,321.56,76.05,41.79
197502,90.76,188.31,113.2,516.24,335.45,152.47,886.09,225.52,74.54,321.85,89.3,49.45
197503,94.46,195.15,121.95,525.82,361.28,172.73,919.75,225.48,78.26,372.03,89.38,52.14
197504,100.93,209.07,128.45,513.65,380.05,174.33,908.48,222.13,86.46,376.44,91.73,55.09
197505,103.91,217.74,139.17,548.8,425.69,183.98,899.86,217.27,88.56,378.95,92.81,57.89
197506,109.33,224.41,143.07,610.61,433.48,195.43,941.97,233.53,92.68,411.87,98.7,60.9
197507,116.65,244.53,148.12,600.7,426.97,198.22,961.26,267.57,99.97,380.12,104.29,63.7
197508,110.66,241.8,139.48,573.22,407.64,180.5,920.71,253.33,92.38,334.18,96.85,60.47
197509,106.76,232,137.42,564.51,403.33,174.69,875.4,247.77,92.14,323.54,90.78,57.75
197510,103.9,225.49,130.37,557.43,374.03,173.15,861,244.52,88.97,306.65,83.61,54.89
197511,115.07,244.99,136.49,550.03,401.2,188.35,919.65,258.89,98.34,339.07,87.91,56.43
197512,120.12,251.95,140.39,537.59,411.81,197.21,969.92,264.88,102.71,360.38,92.11,57.77
197601,118.19,250.3,138.8,546.64,406.24,195.24,965.35,266.75,100.06,337.19,91.72,57.59
197602,131.4,288.93,163.37,593.29,470.92,230.74,1057.02,287.73,109.2,363.31,102.93,65.29
197603,130.87,300.94,167.16,569.9,470.52,232.85,1080.74,275.45,114.5,338.14,104.9,67.93
197604,131.92,313.06,170.21,610.95,462.9,242.84,1083.45,277.42,118.82,362.58,107.92,68.59
197605,129.76,318.58,167.64,633.42,463.59,235.1,1102.05,277.76,113.37,346.82,105.18,68.33
197606,126.78,306.06,165.87,661.54,458.62,235.77,1055.56,271.62,106.85,335.6,102.54,67.28
197607,128.97,314.4,167.02,634.08,457.32,244.35,1111.36,300.93,101.71,335.78,112.35,64.79
197608,131.42,313.63,164.63,628.96,450.09,238.84,1125.06,307.82,100.02,334.35,113.63,64.06
197609,130.48,307.06,162.28,618.14,437.53,237.47,1163.69,314.07,103.05,339.84,113.27,62.66
197610,132.32,322.11,164.61,661.56,438.69,244.15,1178.95,325.23,103.28,352.07,113.36,63.55
197611,130.23,317.75,158.21,647.04,427.1,234.55,1193.78,320.85,102.26,340.93,113.93,62.49
197612,131.7,311.2,159.74,650.93,409.43,238.63,1216.44,328.49,106.92,314.19,116.08,61.81
197701,139.09,346.13,167.58,698.84,443.73,248.08,1255.02,348.04,109.25,335.97,126.5,66.66
197702,133.66,333.02,158.34,698.25,413.73,239.54,1256.16,349.34,101.61,308.23,120.75,64.24
197703,131.58,319.16,157,678.96,408.17,236.3,1251.61,334.66,99.93,308.42,118.81,62.83
197704,129.52,309.41,157.5,664.52,406.91,236.53,1235.5,333.3,97.05,304.74,117.72,62.99
197705,130.75,318.64,159.99,692.79,406.81,228.47,1243.62,338.07,93.7,292.9,120.61,64.14
197706,129.71,314.78,155.96,682.98,391.15,223.53,1245,342.77,90.84,287.51,119.18,63.19
197707,135.2,330.76,161.84,653.33,398.94,222.22,1222.11,382.54,93.14,286.41,123.08,62.11
197708,137.78,325.37,155.58,650.45,390.41,223.27,1211.49,384.13,93.5,281.92,124.22,61.32
197709,137.79,321.9,153.24,607.49,384.91,224.25,1168.23,368.59,97.56,290.7,122.95,60.52
197710,138.77,326.13,152.12,611.86,382.79,221.07,1205.36,373.92,97.3,289.74,121.6,60.25
197711,134.15,310.93,144.88,595.02,367.7,215.11,1144.25,360.47,94.01,286.49,115.5,57.83
197712,140.12,309.82,150.83,609.39,392.77,226.67,1153.56,372.53,99.54,306.21,121.88,61.79
197801,140.04,311.87,152.65,620.27,398.03,235,1174.87,369.25,98.71,311.09,121.48,62.98
197802,133.46,289.81,144.25,575.98,370.76,224.7,1125.88,350.59,92,305,114.42,60.3
197803,133.68,288.31,141.26,563.9,354.06,215.03,1155.18,346.18,91.14,293.91,114.04,60.03
197804,139.75,304.98,146.76,581.67,365.16,213.07,1208.74,352.7,93.63,307.75,119.27,63.48
197805,150.64,333.77,164.33,629.71,411.19,242.68,1244.34,351.52,103.83,338.27,131.45,68.99
197806,156.09,330.68,174.9,634.09,417.42,246.1,1221.71,350.88,105.47,361.45,132.98,71.71
197807,157.87,313.11,169.62,589.53,400.42,232.73,1254.7,373.9,101.66,355.7,125.41,68.7
197808,163.31,332.45,184.45,618.34,419.29,254.26,1272.5,384.65,106.9,386.7,132.28,74.3
197809,170.05,339.39,191.16,643.43,433.03,267.95,1329.28,382.73,113.12,392.74,139.93,79.72
197810,169.7,338.8,186.97,677.31,425.76,256.66,1341.42,379.44,110.76,381.78,138.43,78.58
197811,149.77,300.16,163.98,602.11,389.01,229.34,1306.95,349.92,95.55,332.29,122.61,64.43
197812,152.47,298.13,168.84,638.22,392.81,242,1326.77,357.45,97.9,349.49,124.75,66.63
197901,154.79,298.38,171.69,659.9,398.06,258.12,1323.6,350.37,97.39,360.98,126.4,67.41
197902,160.32,314.03,183.75,687.07,415.16,269.72,1371.63,370.62,102.85,368.18,133.38,71.59
197903,154.15,299.25,174.33,685.06,397.12,260.23,1341.92,361.38,97.74,352.19,128.69,69.18
197904,160.55,320.2,187.24,752.62,423.62,282.79,1339.42,367.46,103.4,371.25,137.94,75.56
197905,160.98,328.88,186.45,787.6,418.21,284.19,1343.34,355.71,103.85,375.11,139.6,76.94
197906,158.53,325.2,182.47,765.57,403.67,277.21,1353.16,356.91,101.17,368.6,139.64,76.32
197907,162.22,331.36,183.19,753.22,409.8,253.44,1260.48,396.1,103.18,354.47,146,78.51
197908,166.8,337.24,187.38,767.71,423.2,248.91,1287.95,402.81,104.51,357.3,150.44,81.31
197909,179.11,352.33,199.62,822.72,453.8,263,1285.43,407.1,113.49,391.18,158.03,86.3
197910,175.38,350.22,196.74,878.36,459.6,258.82,1251.92,396.19,112.71,388.95,155.64,86.13
197911,162.28,320.14,179.12,856.36,420.36,240.91,1212,370.24,102.7,371.43,139.86,77.46
197912,170.35,311.59,186.38,934.2,439.76,258.02,1239.63,395.37,106.47,404.93,148.66,83.37
198001,177.29,322.05,194.82,958.14,469.59,263.39,1215.77,388.91,110.08,412.78,151.69,88.64
198002,183.33,354.92,211.34,1091.14,482.31,284.11,1190.64,392.82,111.26,410.11,153.34,96.66
198003,173.94,328.29,203.6,1227.68,471.1,271.84,1178.84,375.52,105.69,388.47,146.12,95.13
198004,157.63,299.35,178.96,1012.94,422.22,237.71,1170.82,347.75,97.18,384.03,132.95,79.82
198005,168.19,294.57,183.24,1084.88,444.23,239.55,1288.05,388.83,100.48,405.53,142.73,83.6
198006,180.85,303.95,192.75,1120.97,479.61,251.76,1362.81,402.6,109.9,431.22,154.1,90.47
198007,185.83,300.2,192.57,938.92,467.17,236.25,1249.63,448.84,108.81,379.47,154.3,87.26
198008,198.91,337.24,215.06,955.47,509.27,275.06,1262.13,447.84,119.95,414.81,160.88,97.03
198009,200.37,344.3,217.26,989.79,516.59,285.25,1319.79,438.8,121.83,419.27,163.98,100.33
198010,200.4,346.32,225.12,1060.03,519.52,290.33,1293.77,436.12,123.89,433.97,167.51,105.03
198011,200.89,339.77,227.75,1144.89,514.03,297.34,1251.63,441.87,121.59,430.65,165.94,107.4
198012,202.26,353.99,247.65,1420.61,548.35,326.06,1182.3,473.41,126.34,466.51,175.77,117.46
198101,205.45,350.72,241.2,1265.08,541.32,324.99,1189.64,461.23,125.43,490.48,181.17,112.09
198102,210.28,347.12,234.47,1144.08,549.75,298.91,1255.19,446.26,125.93,486.09,176.86,108.61
198103,215.6,368.04,244.61,1130.85,572.71,298.65,1321.22,436.05,128.67,488.47,180.07,109.8
198104,231.35,397.03,262.62,1107.46,586.27,314.27,1334.01,445.15,144.96,523.92,191.22,118.92
198105,233.73,406.51,260.84,1027.63,577.33,314.05,1416.54,431.22,148.85,543.09,191.7,120.38
198106,239.42,415.96,258.11,980.52,576.61,326.44,1490.92,435.18,154.47,559.3,195.96,122.42
198107,230.36,361.75,244.51,695.63,561.6,253.03,1201.12,473.46,149.57,442.8,192.34,108.51
198108,228.14,350.6,239.21,751.58,538.88,243.75,1216.76,486.39,145.06,425.04,186.3,104.08
198109,215.85,322.77,220.23,697.72,505.69,225.43,1183.2,477.65,137.69,391.97,177.1,94.47
198110,211.04,313.74,204.46,590.97,470.88,217.76,1215.7,446.85,133.14,389.03,172.59,85.6
198111,227.23,302.17,210.5,647.27,495.84,229.43,1337.33,465.51,142.84,419.32,185.36,91.62
198112,232.73,313.93,219.55,688.53,509.94,231.88,1349.36,488.06,144.49,437.62,195.96,95.41
198201,227.63,314.82,217.08,644.48,496.07,232.74,1327.63,472.7,141.46,433.74,187.38,92.2
198202,225.16,318.52,209.63,590.55,489.52,240.21,1336.23,466.82,141.94,439.51,183.4,88.02
198203,220.27,310.12,196.86,500.41,456.62,227.63,1236.75,459.8,139.81,424.57,177.54,83.33
198204,225.57,322.06,192.88,483.49,449.91,220.75,1259.8,467.29,146.34,415.58,169.54,82.1
198205,242.08,338.47,197.28,505.5,474.41,237.16,1201.59,482.24,155.72,445.74,175.06,86.13
198206,232.63,334.44,186.03,513.71,456.28,223.28,1165.18,474.04,151.41,433.9,164.61,78.07
198207,232.78,345.17,176.18,406.05,452.59,195.52,1041.53,485.88,147.56,375.34,159.86,71.59
198208,231.92,343.7,171.43,374.59,443.33,199.49,1053.6,469.94,148.07,379.97,155.36,69.64
198209,253.82,388.65,194.04,409.69,505.51,224.49,1167.47,519.89,165.86,428.83,173.81,77.67
198210,263.86,391.07,192.43,420.5,503.95,228.1,1201.69,521.35,173.99,436.85,184.28,79.11
